amplicon	strand	treatment	sample	numerator	denominator	edited
chr17_83028137-83028343	+	BE39max	BE39max_35dpi_114203_id3_S12	379	109329	0.003466600810397973
chr17_83028137-83028343	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	451	132579	0.0034017453744559847
chr17_83028137-83028343	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	401	116078	0.0034545736487534245
chr17_83028137-83028343	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	406	124031	0.0032733752045859504
chr17_83028137-83028343	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	440	128186	0.0034325121308099167
chr17_83028137-83028343	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	372	108523	0.003427844788662311
chr17_83028137-83028343	+	untreated	NT_35dpi_112448_id3_S2	359	104923	0.0034215567606721117
chr17_83028137-83028343	+	untreated	NT_35dpi_112453_id3_S1	411	112446	0.003655087775465557
chr17_83028137-83028343	+	untreated	NT_35dpi_114199_id2_S3	365	104757	0.003484254035529845
chr17_83028137-83028343	+	untreated	NT_35dpi_114205_id1_S4	398	107927	0.003687677782204638
chr17_83028137-83028343	+	untreated	NT_35dpi_114205_id4_S5	369	117642	0.003136634875299638
chr17_83028137-83028343	+	untreated	NT_35dpi_114206_id1_S6	399	115683	0.0034490806773683257
chr17_9514356-9514526	+	BE39max	BE39max_35dpi_114200_id2_S7	255	53263	0.004787563599496837
chr17_9514356-9514526	+	BE39max	BE39max_35dpi_114202_id2_S9	195	46187	0.00422196722021348
chr17_9514356-9514526	+	BE39max	BE39max_35dpi_114202_id4_S10	220	47797	0.00460279933887064
chr17_9514356-9514526	+	BE39max	BE39max_35dpi_114203_id2_S11	188	43921	0.004280412558912593
chr17_9514356-9514526	+	BE39max	BE39max_35dpi_114203_id3_S12	214	48684	0.0043956946840851205
chr17_9514356-9514526	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	254	59652	0.004258029906792731
chr17_9514356-9514526	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	276	58951	0.004681854421468678
chr17_9514356-9514526	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	247	58698	0.00420797982895499
chr17_9514356-9514526	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	231	54459	0.004241723131162893
chr17_9514356-9514526	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	255	53235	0.004790081713158636
chr17_9514356-9514526	+	untreated	NT_35dpi_112448_id3_S2	201	46897	0.004285988442757532
chr17_9514356-9514526	+	untreated	NT_35dpi_112453_id3_S1	247	50946	0.004848270718015153
chr17_9514356-9514526	+	untreated	NT_35dpi_114199_id2_S3	221	46030	0.004801216597870954
chr17_9514356-9514526	+	untreated	NT_35dpi_114205_id1_S4	162	41728	0.0038822852760736198
chr17_9514356-9514526	+	untreated	NT_35dpi_114205_id4_S5	194	48033	0.004038889929839902
chr17_9514356-9514526	+	untreated	NT_35dpi_114206_id1_S6	188	49260	0.0038164839626471784
chr18_25527919-25528162	+	BE39max	BE39max_35dpi_114200_id2_S7	1116	110415	0.010107322374677354
chr18_25527919-25528162	+	BE39max	BE39max_35dpi_114202_id2_S9	1293	118029	0.0109549348041583
chr18_25527919-25528162	+	BE39max	BE39max_35dpi_114202_id4_S10	1102	113526	0.00970702746507408
chr18_25527919-25528162	+	BE39max	BE39max_35dpi_114203_id2_S11	1181	111675	0.010575330199238862
chr18_25527919-25528162	+	BE39max	BE39max_35dpi_114203_id3_S12	731	99410	0.007353384971330852
chr18_25527919-25528162	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	11959	111452	0.10730179808347988
chr18_25527919-25528162	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	7216	88482	0.08155331027779661
chr18_25527919-25528162	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	6983	98547	0.07085958984038074
chr18_25527919-25528162	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	5455	108900	0.050091827364554635
chr18_25527919-25528162	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	4483	97953	0.045766847365573286
chr18_25527919-25528162	+	untreated	NT_35dpi_112448_id3_S2	461	83592	0.005514881806871471
chr18_25527919-25528162	+	untreated	NT_35dpi_112453_id3_S1	545	98894	0.005510951119380347
chr18_25527919-25528162	+	untreated	NT_35dpi_114199_id2_S3	621	100016	0.006209006558950568
chr18_25527919-25528162	+	untreated	NT_35dpi_114205_id1_S4	709	115768	0.006124317600718679
chr18_25527919-25528162	+	untreated	NT_35dpi_114205_id4_S5	638	112670	0.005662554362296974
chr18_25527919-25528162	+	untreated	NT_35dpi_114206_id1_S6	649	114432	0.005671490492170022
chr18_29058614-29058859	-	BE39max	BE39max_35dpi_114200_id2_S7	394	70478	0.005590397003320185
chr18_29058614-29058859	-	BE39max	BE39max_35dpi_114202_id2_S9	410	67588	0.006066165591525122
chr18_29058614-29058859	-	BE39max	BE39max_35dpi_114202_id4_S10	374	65006	0.005753315078608129
chr18_29058614-29058859	-	BE39max	BE39max_35dpi_114203_id2_S11	372	64409	0.005775590367805741
chr18_29058614-29058859	-	BE39max	BE39max_35dpi_114203_id3_S12	323	57248	0.0056421185019564
chr18_29058614-29058859	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	391	77464	0.005047505938242281
chr18_29058614-29058859	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	366	66847	0.0054751896120992715
chr18_29058614-29058859	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	443	72418	0.0061172636637300114
chr18_29058614-29058859	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	425	75801	0.0056067861901558025
chr18_29058614-29058859	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	378	61933	0.006103369770558507
chr18_29058614-29058859	-	untreated	NT_35dpi_112448_id3_S2	319	58342	0.005467759075794453
chr18_29058614-29058859	-	untreated	NT_35dpi_112453_id3_S1	368	62583	0.005880191106210952
chr18_29058614-29058859	-	untreated	NT_35dpi_114199_id2_S3	326	59733	0.005457619741181591
chr18_29058614-29058859	-	untreated	NT_35dpi_114205_id1_S4	328	57863	0.005668561948049704
chr18_29058614-29058859	-	untreated	NT_35dpi_114205_id4_S5	364	64001	0.005687411134201028
chr18_29058614-29058859	-	untreated	NT_35dpi_114206_id1_S6	330	60673	0.005438992632637252
chr18_4708989-4709206	+	BE39max	BE39max_35dpi_114200_id2_S7	273	54542	0.005005317003410216
chr18_4708989-4709206	+	BE39max	BE39max_35dpi_114202_id2_S9	279	63911	0.004365445697923675
chr18_4708989-4709206	+	BE39max	BE39max_35dpi_114202_id4_S10	306	60984	0.005017709563164109
chr18_4708989-4709206	+	BE39max	BE39max_35dpi_114203_id2_S11	304	61442	0.004947755606913838
chr18_4708989-4709206	+	BE39max	BE39max_35dpi_114203_id3_S12	323	65672	0.004918382263369473
chr18_4708989-4709206	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	339	68856	0.004923318229348205
chr18_4708989-4709206	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	299	65227	0.004583991291949653
chr18_4708989-4709206	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	309	65380	0.0047262159681859895
chr18_4708989-4709206	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	326	67621	0.004820987563035152
chr18_4708989-4709206	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	278	60145	0.004622163105827583
chr18_4708989-4709206	+	untreated	NT_35dpi_112448_id3_S2	273	58897	0.004635210621933205
chr18_4708989-4709206	+	untreated	NT_35dpi_112453_id3_S1	331	64859	0.005103378097102947
chr18_4708989-4709206	+	untreated	NT_35dpi_114199_id2_S3	298	58236	0.0051171096915996975
chr18_4708989-4709206	+	untreated	NT_35dpi_114205_id1_S4	289	60110	0.004807852270836799
chr18_4708989-4709206	+	untreated	NT_35dpi_114205_id4_S5	316	65458	0.004827522991842097
chr18_4708989-4709206	+	untreated	NT_35dpi_114206_id1_S6	298	65374	0.004558387126380519
chr18_75680478-75680698	+	BE39max	BE39max_35dpi_114200_id2_S7	349	97858	0.0035663921191931166
chr18_75680478-75680698	+	BE39max	BE39max_35dpi_114202_id2_S9	380	110159	0.0034495592734138836
chr18_75680478-75680698	+	BE39max	BE39max_35dpi_114202_id4_S10	337	114330	0.002947607801976734
chr18_75680478-75680698	+	BE39max	BE39max_35dpi_114203_id2_S11	356	105178	0.0033847382532468766
chr18_75680478-75680698	+	BE39max	BE39max_35dpi_114203_id3_S12	293	94825	0.0030899024518850514
chr18_75680478-75680698	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	403	120208	0.0033525222946892055
chr18_75680478-75680698	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	356	102167	0.003484491078332534
chr18_75680478-75680698	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	352	105087	0.0033496055649128815
chr18_75680478-75680698	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	327	109890	0.0029757029757029757
chr18_75680478-75680698	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	311	89396	0.0034789028591883306
chr18_75680478-75680698	+	untreated	NT_35dpi_112448_id3_S2	296	90011	0.003288486962704558
chr18_75680478-75680698	+	untreated	NT_35dpi_112453_id3_S1	331	93953	0.003523038114802082
chr18_75680478-75680698	+	untreated	NT_35dpi_114199_id2_S3	306	95152	0.003215907180090802
chr18_75680478-75680698	+	untreated	NT_35dpi_114205_id1_S4	394	104189	0.0037815892272696733
chr18_75680478-75680698	+	untreated	NT_35dpi_114205_id4_S5	412	117026	0.0035205851691077197
chr18_75680478-75680698	+	untreated	NT_35dpi_114206_id1_S6	316	97157	0.003252467655444281
chr1_126739568-126739734	+	BE39max	BE39max_35dpi_114200_id2_S7	359	86648	0.004143200073862063
chr1_126739568-126739734	+	BE39max	BE39max_35dpi_114202_id2_S9	274	65423	0.004188129556883665
chr1_126739568-126739734	+	BE39max	BE39max_35dpi_114202_id4_S10	266	66235	0.0040160036234619155
chr1_126739568-126739734	+	BE39max	BE39max_35dpi_114203_id2_S11	252	60769	0.0041468511905741415
chr1_126739568-126739734	+	BE39max	BE39max_35dpi_114203_id3_S12	318	73848	0.004306142346441339
chr1_126739568-126739734	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	417	88038	0.004736591017515164
chr1_126739568-126739734	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	375	85947	0.0043631540367901145
chr1_126739568-126739734	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	342	87489	0.003909062853615883
chr1_126739568-126739734	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	290	80608	0.003597657800714569
chr1_126739568-126739734	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	377	83451	0.004517621118980001
chr1_126739568-126739734	+	untreated	NT_35dpi_112448_id3_S2	293	66129	0.004430733868650668
chr1_126739568-126739734	+	untreated	NT_35dpi_112453_id3_S1	322	80787	0.003985789792912226
chr1_126739568-126739734	+	untreated	NT_35dpi_114199_id2_S3	282	67139	0.004200241290457111
chr1_126739568-126739734	+	untreated	NT_35dpi_114205_id1_S4	267	61110	0.004369170348551792
chr1_126739568-126739734	+	untreated	NT_35dpi_114205_id4_S5	283	68513	0.004130602951264724
chr1_126739568-126739734	+	untreated	NT_35dpi_114206_id1_S6	307	74296	0.0041321201679767414
chr1_188866703-188866860	+	BE39max	BE39max_35dpi_114200_id2_S7	632	135267	0.004672240827400622
chr1_188866703-188866860	+	BE39max	BE39max_35dpi_114202_id2_S9	545	100029	0.0054484199582121185
chr1_188866703-188866860	+	BE39max	BE39max_35dpi_114202_id4_S10	509	103581	0.004914028634595148
chr1_188866703-188866860	+	BE39max	BE39max_35dpi_114203_id2_S11	565	106191	0.005320601557570792
chr1_188866703-188866860	+	BE39max	BE39max_35dpi_114203_id3_S12	542	117103	0.004628404054550268
chr1_188866703-188866860	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	716	141815	0.005048831223777457
chr1_188866703-188866860	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	723	139940	0.005166499928540803
chr1_188866703-188866860	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	757	143161	0.005287752949476463
chr1_188866703-188866860	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	685	132379	0.005174536746764971
chr1_188866703-188866860	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	698	128988	0.005411356095140633
chr1_188866703-188866860	+	untreated	NT_35dpi_112448_id3_S2	592	118915	0.00497834587730732
chr1_188866703-188866860	+	untreated	NT_35dpi_112453_id3_S1	656	130821	0.0050144854419397495
chr1_188866703-188866860	+	untreated	NT_35dpi_114199_id2_S3	671	114677	0.0058512168961518006
chr1_188866703-188866860	+	untreated	NT_35dpi_114205_id1_S4	547	94131	0.005811050557202197
chr1_188866703-188866860	+	untreated	NT_35dpi_114205_id4_S5	602	116080	0.005186078566505858
chr1_188866703-188866860	+	untreated	NT_35dpi_114206_id1_S6	512	109562	0.004673153100527555
chr1_71610094-71610322	-	BE39max	BE39max_35dpi_114200_id2_S7	422	54789	0.007702276004307434
chr1_71610094-71610322	-	BE39max	BE39max_35dpi_114202_id2_S9	429	60341	0.007109593808521569
chr1_71610094-71610322	-	BE39max	BE39max_35dpi_114202_id4_S10	424	57158	0.007418034220931453
chr1_71610094-71610322	-	BE39max	BE39max_35dpi_114203_id2_S11	411	54408	0.0075540361711513015
chr1_71610094-71610322	-	BE39max	BE39max_35dpi_114203_id3_S12	316	47557	0.006644657989360136
chr1_71610094-71610322	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	495	68103	0.00726840227302762
chr1_71610094-71610322	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	445	61952	0.007182980371900826
chr1_71610094-71610322	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	428	59107	0.007241105114453449
chr1_71610094-71610322	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	553	64909	0.008519619775377837
chr1_71610094-71610322	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	398	53331	0.007462826498659317
chr1_71610094-71610322	-	untreated	NT_35dpi_112448_id3_S2	373	52243	0.007139712497368068
chr1_71610094-71610322	-	untreated	NT_35dpi_112453_id3_S1	442	57120	0.007738095238095238
chr1_71610094-71610322	-	untreated	NT_35dpi_114199_id2_S3	392	53355	0.007347015275044513
chr1_71610094-71610322	-	untreated	NT_35dpi_114205_id1_S4	378	52481	0.00720260665764753
chr1_71610094-71610322	-	untreated	NT_35dpi_114205_id4_S5	399	57403	0.006950856227026462
chr1_71610094-71610322	-	untreated	NT_35dpi_114206_id1_S6	326	49455	0.0065918511778384386
chr1_74587666-74587826	+	BE39max	BE39max_35dpi_114200_id2_S7	596	130374	0.004571463635387424
chr1_74587666-74587826	+	BE39max	BE39max_35dpi_114202_id2_S9	473	98323	0.004810675020086856
chr1_74587666-74587826	+	BE39max	BE39max_35dpi_114202_id4_S10	479	102795	0.004659759715939491
chr1_74587666-74587826	+	BE39max	BE39max_35dpi_114203_id2_S11	420	82060	0.00511820619059225
chr1_74587666-74587826	+	BE39max	BE39max_35dpi_114203_id3_S12	454	96594	0.004700084891401122
chr1_74587666-74587826	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	407	89405	0.004552318103014373
chr1_74587666-74587826	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	376	76589	0.004909321181892961
chr1_74587666-74587826	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	427	88902	0.004803041551371173
chr1_74587666-74587826	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	429	86050	0.004985473561882626
chr1_74587666-74587826	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	531	102547	0.005178113450417857
chr1_74587666-74587826	+	untreated	NT_35dpi_112448_id3_S2	327	74067	0.004414921625015189
chr1_74587666-74587826	+	untreated	NT_35dpi_112453_id3_S1	474	98451	0.004814577810281257
chr1_74587666-74587826	+	untreated	NT_35dpi_114199_id2_S3	390	83077	0.00469444009774065
chr1_74587666-74587826	+	untreated	NT_35dpi_114205_id1_S4	446	83471	0.00534317307807502
chr1_74587666-74587826	+	untreated	NT_35dpi_114205_id4_S5	353	76473	0.00461600826435474
chr1_74587666-74587826	+	untreated	NT_35dpi_114206_id1_S6	530	106007	0.004999669833124228
chr1_87930560-87930770	-	BE39max	BE39max_35dpi_114200_id2_S7	490	78548	0.006238223761266996
chr1_87930560-87930770	-	BE39max	BE39max_35dpi_114202_id2_S9	526	85212	0.006172839506172839
chr1_87930560-87930770	-	BE39max	BE39max_35dpi_114202_id4_S10	510	83597	0.006100697393447133
chr1_87930560-87930770	-	BE39max	BE39max_35dpi_114203_id2_S11	505	81144	0.006223503894311348
chr1_87930560-87930770	-	BE39max	BE39max_35dpi_114203_id3_S12	411	74499	0.005516852575202352
chr1_87930560-87930770	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	552	86786	0.006360472887332058
chr1_87930560-87930770	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	473	71277	0.006636081765506404
chr1_87930560-87930770	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	440	76372	0.005761273765254282
chr1_87930560-87930770	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	512	84747	0.006041511793927808
chr1_87930560-87930770	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	516	79802	0.006466003358311822
chr1_87930560-87930770	-	untreated	NT_35dpi_112448_id3_S2	401	63461	0.0063188414932005485
chr1_87930560-87930770	-	untreated	NT_35dpi_112453_id3_S1	451	73837	0.0061080488102171
chr1_87930560-87930770	-	untreated	NT_35dpi_114199_id2_S3	355	70314	0.0050487811815570155
chr1_87930560-87930770	-	untreated	NT_35dpi_114205_id1_S4	516	81508	0.006330666928399667
chr1_87930560-87930770	-	untreated	NT_35dpi_114205_id4_S5	487	78465	0.006206588924998407
chr1_87930560-87930770	-	untreated	NT_35dpi_114206_id1_S6	525	85138	0.006166459160421903
chr2_102213624-102213815	+	BE39max	BE39max_35dpi_114200_id2_S7	645	138664	0.0046515317602261585
chr2_102213624-102213815	+	BE39max	BE39max_35dpi_114202_id2_S9	597	126382	0.004723773955151841
chr2_102213624-102213815	+	BE39max	BE39max_35dpi_114202_id4_S10	564	126673	0.004452408958499444
chr2_102213624-102213815	+	BE39max	BE39max_35dpi_114203_id2_S11	552	124286	0.004441369100300919
chr2_102213624-102213815	+	BE39max	BE39max_35dpi_114203_id3_S12	562	130844	0.004295191220078873
chr2_102213624-102213815	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	691	144056	0.004796745710001666
chr2_102213624-102213815	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	626	140557	0.004453709171368199
chr2_102213624-102213815	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	638	138140	0.004618502968003475
chr2_102213624-102213815	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	603	134404	0.004486473616856641
chr2_102213624-102213815	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	650	129092	0.005035168716884083
chr2_102213624-102213815	+	untreated	NT_35dpi_112448_id3_S2	555	116041	0.00478279228893236
chr2_102213624-102213815	+	untreated	NT_35dpi_112453_id3_S1	564	127091	0.004437765065976347
chr2_102213624-102213815	+	untreated	NT_35dpi_114199_id2_S3	512	110579	0.004630173902820608
chr2_102213624-102213815	+	untreated	NT_35dpi_114205_id1_S4	458	110627	0.004140038146203007
chr2_102213624-102213815	+	untreated	NT_35dpi_114205_id4_S5	583	129293	0.0045091381590650695
chr2_102213624-102213815	+	untreated	NT_35dpi_114206_id1_S6	569	122425	0.004647743516438636
chr2_116601032-116601271	-	BE39max	BE39max_35dpi_114200_id2_S7	1199	112267	0.010679897031184587
chr2_116601032-116601271	-	BE39max	BE39max_35dpi_114202_id2_S9	1202	114165	0.010528620855778917
chr2_116601032-116601271	-	BE39max	BE39max_35dpi_114202_id4_S10	1147	104950	0.010929013816102905
chr2_116601032-116601271	-	BE39max	BE39max_35dpi_114203_id2_S11	1126	104224	0.010803653669020571
chr2_116601032-116601271	-	BE39max	BE39max_35dpi_114203_id3_S12	939	87254	0.010761684278084672
chr2_116601032-116601271	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	1515	147988	0.010237316539178852
chr2_116601032-116601271	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	1385	131853	0.01050412201466785
chr2_116601032-116601271	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	1285	126483	0.010159468070807936
chr2_116601032-116601271	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	1345	130548	0.010302723902319453
chr2_116601032-116601271	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	1186	120617	0.009832776474294667
chr2_116601032-116601271	-	untreated	NT_35dpi_112448_id3_S2	1279	115141	0.011108119609869639
chr2_116601032-116601271	-	untreated	NT_35dpi_112453_id3_S1	1235	122636	0.010070452395707622
chr2_116601032-116601271	-	untreated	NT_35dpi_114199_id2_S3	1202	110998	0.010829023946377412
chr2_116601032-116601271	-	untreated	NT_35dpi_114205_id1_S4	1127	94578	0.011916090422719872
chr2_116601032-116601271	-	untreated	NT_35dpi_114205_id4_S5	1159	103461	0.011202288785146093
chr2_116601032-116601271	-	untreated	NT_35dpi_114206_id1_S6	1006	95838	0.010496880151923037
chr2_124605016-124605260	+	BE39max	BE39max_35dpi_114200_id2_S7	577	125581	0.004594644094249927
chr2_124605016-124605260	+	BE39max	BE39max_35dpi_114202_id2_S9	608	118358	0.005136957366633434
chr2_124605016-124605260	+	BE39max	BE39max_35dpi_114202_id4_S10	528	114350	0.004617402710975076
chr2_124605016-124605260	+	BE39max	BE39max_35dpi_114203_id2_S11	520	113592	0.00457778716811043
chr2_124605016-124605260	+	BE39max	BE39max_35dpi_114203_id3_S12	456	105370	0.004327607478409414
chr2_124605016-124605260	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	587	122214	0.004803050387026036
chr2_124605016-124605260	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	460	99252	0.004634667311489944
chr2_124605016-124605260	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	537	113306	0.0047393783206538045
chr2_124605016-124605260	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	561	119683	0.0046873825021097396
chr2_124605016-124605260	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	526	115811	0.004541882895407172
chr2_124605016-124605260	+	untreated	NT_35dpi_112448_id3_S2	465	88250	0.005269121813031161
chr2_124605016-124605260	+	untreated	NT_35dpi_112453_id3_S1	466	105191	0.004430036790219695
chr2_124605016-124605260	+	untreated	NT_35dpi_114199_id2_S3	466	97798	0.004764923618069899
chr2_124605016-124605260	+	untreated	NT_35dpi_114205_id1_S4	527	106744	0.004937045641909616
chr2_124605016-124605260	+	untreated	NT_35dpi_114205_id4_S5	456	102562	0.00444609114486847
chr2_124605016-124605260	+	untreated	NT_35dpi_114206_id1_S6	524	115629	0.004531735118352662
chr2_153968156-153968323	-	BE39max	BE39max_35dpi_114200_id2_S7	400	72223	0.005538401894133448
chr2_153968156-153968323	-	BE39max	BE39max_35dpi_114202_id2_S9	351	62966	0.005574436997744815
chr2_153968156-153968323	-	BE39max	BE39max_35dpi_114202_id4_S10	369	67380	0.00547640249332146
chr2_153968156-153968323	-	BE39max	BE39max_35dpi_114203_id2_S11	307	56265	0.005456322758375544
chr2_153968156-153968323	-	BE39max	BE39max_35dpi_114203_id3_S12	345	64134	0.005379361960894377
chr2_153968156-153968323	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	414	77232	0.00536047234307023
chr2_153968156-153968323	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	443	74987	0.005907690666382173
chr2_153968156-153968323	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	379	74259	0.005103758466987167
chr2_153968156-153968323	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	360	71378	0.005043570848160497
chr2_153968156-153968323	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	395	67940	0.005813953488372093
chr2_153968156-153968323	-	untreated	NT_35dpi_112448_id3_S2	342	59063	0.005790427170986912
chr2_153968156-153968323	-	untreated	NT_35dpi_112453_id3_S1	364	65868	0.00552620392299751
chr2_153968156-153968323	-	untreated	NT_35dpi_114199_id2_S3	353	58323	0.006052500728700513
chr2_153968156-153968323	-	untreated	NT_35dpi_114205_id1_S4	363	54722	0.006633529476261833
chr2_153968156-153968323	-	untreated	NT_35dpi_114205_id4_S5	351	65587	0.005351670300516871
chr2_153968156-153968323	-	untreated	NT_35dpi_114206_id1_S6	337	61512	0.005478605800494213
chr2_32372437-32372644	+	BE39max	BE39max_35dpi_114200_id2_S7	244	55446	0.00440067813728673
chr2_32372437-32372644	+	BE39max	BE39max_35dpi_114202_id2_S9	265	57791	0.004585489089996712
chr2_32372437-32372644	+	BE39max	BE39max_35dpi_114202_id4_S10	273	63528	0.004297317718171515
chr2_32372437-32372644	+	BE39max	BE39max_35dpi_114203_id2_S11	265	60173	0.0044039685573263754
chr2_32372437-32372644	+	BE39max	BE39max_35dpi_114203_id3_S12	270	61149	0.004415444242751312
chr2_32372437-32372644	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	248	55204	0.004492428084921382
chr2_32372437-32372644	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	217	49079	0.004421442979685813
chr2_32372437-32372644	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	207	53861	0.0038432260819516906
chr2_32372437-32372644	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	230	54889	0.0041902749184718245
chr2_32372437-32372644	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	202	49824	0.00405427103403982
chr2_32372437-32372644	+	untreated	NT_35dpi_112448_id3_S2	191	41071	0.004650483309391055
chr2_32372437-32372644	+	untreated	NT_35dpi_112453_id3_S1	233	47883	0.004866027608963515
chr2_32372437-32372644	+	untreated	NT_35dpi_114199_id2_S3	202	46204	0.0043719158514414335
chr2_32372437-32372644	+	untreated	NT_35dpi_114205_id1_S4	256	58475	0.004377939290294998
chr2_32372437-32372644	+	untreated	NT_35dpi_114205_id4_S5	267	65163	0.0040974172459831495
chr2_32372437-32372644	+	untreated	NT_35dpi_114206_id1_S6	270	59094	0.004568991775814804
chr3_130617464-130617687	+	BE39max	BE39max_35dpi_114200_id2_S7	395	61472	0.006425689744924519
chr3_130617464-130617687	+	BE39max	BE39max_35dpi_114202_id2_S9	368	59925	0.006141009595327492
chr3_130617464-130617687	+	BE39max	BE39max_35dpi_114202_id4_S10	364	57852	0.006291917306229689
chr3_130617464-130617687	+	BE39max	BE39max_35dpi_114203_id2_S11	398	56241	0.0070766878256076525
chr3_130617464-130617687	+	BE39max	BE39max_35dpi_114203_id3_S12	368	54915	0.006701265592278976
chr3_130617464-130617687	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	471	69566	0.006770548831325648
chr3_130617464-130617687	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	430	65058	0.0066094869193642596
chr3_130617464-130617687	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	419	62829	0.006668894937051362
chr3_130617464-130617687	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	436	66309	0.00657527635765884
chr3_130617464-130617687	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	423	62599	0.0067572964424351825
chr3_130617464-130617687	+	untreated	NT_35dpi_112448_id3_S2	367	56115	0.006540140782322017
chr3_130617464-130617687	+	untreated	NT_35dpi_112453_id3_S1	396	62320	0.006354300385109114
chr3_130617464-130617687	+	untreated	NT_35dpi_114199_id2_S3	367	54586	0.006723335653830652
chr3_130617464-130617687	+	untreated	NT_35dpi_114205_id1_S4	371	54366	0.006824118014935806
